sku_id,warehouse_id,snapshot_date,lot_number,supplier_notes,qty_on_hand,qty_reserved,unit_cost,lead_time_days,reorder_point,turnover_rate
SKU-00429,WH-016,2026-04-24 19:39:49.261811,LOT-2988,ok,2975.0,166,647.86,14,393,2.64670059306364
SKU-00040,WH-012,2026-04-22 19:39:49.261813,LOT-9740,,3086.0,16,438.32,29,345,3.976038389677811
SKU-00264,WH-003,2026-04-23 19:39:49.261815,LOT-4383,ok,3926.0,381,48.32,46,332,4.819633582637601
SKU-00292,WH-007,2026-04-22 19:39:49.261816,LOT-9373,ok,1881.0,348,303.99,19,54,5.934809992266475
SKU-00105,WH-003,2026-04-24 19:39:49.261817,,,1647.0,309,22.7,30,123,3.1680595829047444
SKU-00049,WH-001,2026-04-22 19:39:49.261819,LOT-3631,,782.0,443,736.1,25,441,6.9462237776687825
SKU-00215,WH-013,2026-04-24 19:39:49.261820,,,4850.0,298,783.92,29,462,5.051261805801694
SKU-00450,WH-006,2026-04-22 19:39:49.261822,,,1600.0,265,182.68,30,345,3.098817365278516
SKU-00283,WH-002,2026-04-24 19:39:49.261823,LOT-6141,ok,4786.0,272,438.1,65,77,4.677588909163193
SKU-00443,WH-005,2026-04-22 19:39:49.261825,,,2544.0,139,65.54,15,289,3.632303514547262
SKU-00175,WH-002,2026-04-23 19:39:49.261826,LOT-5789,,4739.0,242,180.71,76,301,2.620565318818292
SKU-00312,WH-003,2026-04-22 19:39:49.261827,,ok,2730.0,102,74.65,17,250,4.306764897481357
SKU-00436,WH-010,2026-04-24 19:39:49.261829,LOT-8076,ok,4714.0,227,8.14,78,407,4.339068401866545
SKU-00199,WH-014,2026-04-24 19:39:49.261830,LOT-6462,,4205.0,138,524.31,5,246,4.835074009275944
SKU-00492,WH-016,2026-04-23 19:39:49.261832,LOT-1684,,293.0,123,351.85,84,340,3.3614640577585786
SKU-00444,WH-008,2026-04-22 19:39:49.261833,LOT-7449,,265.0,152,557.76,20,191,3.4464878272643755
SKU-00299,WH-015,2026-04-22 19:39:49.261835,LOT-6400,,762.0,48,775.9,1,371,5.629371288119366
SKU-00244,WH-002,2026-04-24 19:39:49.261836,LOT-9712,ok,2681.0,301,717.16,81,351,5.413680153973067
SKU-00084,WH-003,2026-04-24 19:39:49.261837,LOT-9674,,785.0,75,33.67,11,392,3.0059458017649696
SKU-00096,WH-007,2026-04-23 19:39:49.261839,,ok,926.0,461,330.09,55,323,2.4948021802577847
SKU-00441,WH-013,2026-04-24 19:39:49.261841,,,1164.0,253,748.73,66,416,3.1551983602953433
SKU-00173,WH-003,2026-04-23 19:39:49.261842,LOT-9311,,,112,770.09,30,191,5.842281920185154
SKU-00462,WH-001,2026-04-23 19:39:49.261843,LOT-3040,,1517.0,480,580.26,80,100,1.032587702928455
SKU-00182,WH-012,2026-04-22 19:39:49.261845,LOT-2727,,3428.0,179,206.19,72,477,3.797978423446323
SKU-00128,WH-009,2026-04-24 19:39:49.261846,LOT-9445,ok,,277,347.4,3,428,5.608414813751037
SKU-00290,WH-009,2026-04-24 19:39:49.261848,LOT-5329,,1353.0,297,229.33,54,221,4.731648089644776
SKU-00152,WH-009,2026-04-23 19:39:49.261849,LOT-5535,ok,685.0,459,206.82,59,366,4.317825328375449
SKU-00201,WH-019,2026-04-23 19:39:49.261851,,,2905.0,221,210.65,17,376,5.60594999368684
SKU-00233,WH-003,2026-04-24 19:39:49.261853,,ok,2772.0,403,552.83,74,156,4.232587779513626
SKU-00410,WH-013,2026-04-23 19:39:49.261854,LOT-3531,ok,4328.0,58,564.82,56,250,3.8450404495600625
SKU-00419,WH-016,2026-04-22 19:39:49.261855,LOT-6385,ok,4222.0,56,457.87,52,86,5.401416761871793
SKU-00314,WH-016,2026-04-22 19:39:49.261857,,,727.0,78,752.76,84,100,6.797949159511837
SKU-00471,WH-002,2026-04-23 19:39:49.261858,,,2813.0,479,609.97,62,428,1.7670243886543626
SKU-00127,WH-007,2026-04-24 19:39:49.261860,,,1587.0,289,339.22,7,458,3.5580623871035204
SKU-00328,WH-020,2026-04-22 19:39:49.261861,LOT-3950,,3054.0,237,659.46,70,178,4.13113682483632
SKU-00202,WH-016,2026-04-23 19:39:49.261863,LOT-6539,,2390.0,304,197.65,89,408,3.8231241726745364
SKU-00211,WH-019,2026-04-24 19:39:49.261864,,,1807.0,178,335.31,49,281,4.572593252780407
SKU-00362,WH-015,2026-04-23 19:39:49.261865,,,1244.0,294,46.93,38,129,4.474047971549851
SKU-00167,WH-002,2026-04-23 19:39:49.261867,,,2424.0,275,732.43,12,170,3.034171771197183
SKU-00122,WH-020,2026-04-22 19:39:49.261868,,ok,667.0,407,224.4,44,245,5.186521428623855
SKU-00240,WH-017,2026-04-23 19:39:49.261870,LOT-7641,ok,2393.0,293,86.76,3,477,4.354142699070321
SKU-00046,WH-014,2026-04-22 19:39:49.261871,,,954.0,96,619.34,3,433,6.000203266300225
SKU-00282,WH-001,2026-04-22 19:39:49.261873,LOT-2531,,933.0,158,756.16,13,294,5.7810417451338125
SKU-00356,WH-019,2026-04-24 19:39:49.261874,LOT-8710,ok,1658.0,225,672.01,24,380,4.244775431844634
SKU-00077,WH-018,2026-04-24 19:39:49.261876,,,3936.0,471,262.03,56,367,5.136702818132386
SKU-00204,WH-018,2026-04-24 19:39:49.261877,LOT-6584,,3798.0,232,798.21,34,345,1.74564791375018
SKU-00139,WH-006,2026-04-24 19:39:49.261878,,,4683.0,229,224.31,68,486,1.9465794899994147
SKU-00063,WH-019,2026-04-22 19:39:49.261880,,,4914.0,107,188.11,87,417,5.809810559183533
SKU-00066,WH-001,2026-04-22 19:39:49.261881,LOT-2024,,1025.0,32,164.55,72,68,4.334762096194404
SKU-00240,WH-012,2026-04-23 19:39:49.261883,,,,354,16.87,66,192,6.023245630465238
SKU-00274,WH-016,2026-04-22 19:39:49.261884,LOT-8464,ok,4751.0,466,466.86,52,76,5.8166336257071105
SKU-00281,WH-005,2026-04-22 19:39:49.261886,LOT-2327,ok,4066.0,156,589.5,84,431,2.6581111182347446
SKU-00033,WH-020,2026-04-24 19:39:49.261887,,ok,3244.0,113,488.74,20,84,5.283736377886122
SKU-00013,WH-012,2026-04-22 19:39:49.261889,LOT-5586,,2228.0,309,428.46,66,458,3.558687145767445
SKU-00061,WH-004,2026-04-23 19:39:49.261890,,,1265.0,489,514.95,80,160,4.135376976646734
SKU-00396,WH-019,2026-04-24 19:39:49.261892,,,587.0,210,697.6,76,76,2.969362847954912
SKU-00323,WH-003,2026-04-22 19:39:49.261893,,,4522.0,470,250.36,27,194,5.692634919230322
SKU-00246,WH-020,2026-04-22 19:39:49.261895,LOT-4155,,2990.0,120,383.43,3,461,5.086034232126439
SKU-00016,WH-020,2026-04-24 19:39:49.261896,,,247.0,486,722.64,78,212,3.777209466475178
SKU-00013,WH-019,2026-04-24 19:39:49.261898,,,1955.0,103,220.75,77,484,3.565323808194452
SKU-00197,WH-007,2026-04-22 19:39:49.261899,LOT-9109,,3788.0,0,42.57,57,434,5.427999182809824
SKU-00431,WH-009,2026-04-22 19:39:49.261900,LOT-4484,,,245,269.66,73,223,3.554906907820805
SKU-00056,WH-016,2026-04-24 19:39:49.261902,LOT-9720,,4611.0,93,532.81,48,222,3.769702708728826
SKU-00293,WH-017,2026-04-23 19:39:49.261903,LOT-9480,,1857.0,120,55.25,53,450,3.6199506963574812
SKU-00287,WH-005,2026-04-22 19:39:49.261905,,,4084.0,244,161.15,23,313,3.6078645108966776
SKU-00482,WH-010,2026-04-22 19:39:49.261906,LOT-5155,,2558.0,337,347.7,63,74,5.3149700379831675
SKU-00149,WH-008,2026-04-24 19:39:49.261908,LOT-7568,,4042.0,349,303.22,72,327,4.772426727988839
SKU-00141,WH-014,2026-04-24 19:39:49.261909,LOT-5227,,2494.0,308,738.31,69,364,3.8243729122758796
SKU-00302,WH-016,2026-04-22 19:39:49.261910,,,3342.0,148,426.13,3,148,3.236101317077809
SKU-00207,WH-009,2026-04-23 19:39:49.261912,LOT-7182,,1980.0,394,711.23,5,260,4.47791040592938
SKU-00086,WH-018,2026-04-22 19:39:49.261914,LOT-4226,,1076.0,485,323.12,75,199,4.176623900719491
SKU-00332,WH-007,2026-04-24 19:39:49.261915,,,539.0,66,468.39,23,269,5.433329803950036
SKU-00481,WH-016,2026-04-24 19:39:49.261917,LOT-3648,ok,2379.0,92,453.93,57,371,3.6283822183872747
SKU-00457,WH-009,2026-04-22 19:39:49.261918,,,2585.0,441,132.82,84,461,5.015702527843756
SKU-00051,WH-003,2026-04-23 19:39:49.261919,LOT-4239,ok,3297.0,71,16.8,47,468,4.192793872634265
SKU-00396,WH-007,2026-04-22 19:39:49.261921,LOT-8720,,4492.0,261,218.74,27,330,4.846116895243376
SKU-00351,WH-017,2026-04-23 19:39:49.261923,,ok,4932.0,350,45.96,86,225,6.448993979001587
SKU-00322,WH-009,2026-04-22 19:39:49.261924,LOT-7779,,1979.0,325,597.82,10,452,4.1847751207969415
SKU-00233,WH-016,2026-04-23 19:39:49.261925,,,327.0,139,677.14,43,277,7.107967265059859
SKU-00398,WH-014,2026-04-22 19:39:49.261927,LOT-6673,,2708.0,489,275.87,61,131,4.2416156169096455
SKU-00286,WH-009,2026-04-23 19:39:49.261929,,,4486.0,47,144.47,3,141,3.2493466744765565
SKU-00048,WH-005,2026-04-24 19:39:49.261930,,,3171.0,259,123.86,34,372,6.380139461050145
SKU-00065,WH-015,2026-04-22 19:39:49.261931,,ok,2696.0,371,409.93,9,290,6.677060199849415
SKU-00363,WH-014,2026-04-22 19:39:49.261933,LOT-6840,ok,2142.0,439,356.89,74,155,3.376058763416611
SKU-00203,WH-007,2026-04-23 19:39:49.261934,LOT-6680,ok,4610.0,9,755.3,39,255,3.552791513277976
SKU-00290,WH-002,2026-04-23 19:39:49.261936,,,3975.0,162,726.5,52,122,5.482130009535741
SKU-00403,WH-008,2026-04-23 19:39:49.261937,LOT-9740,,4233.0,470,759.49,85,454,5.1868737652286185
SKU-00138,WH-001,2026-04-23 19:39:49.261939,LOT-2923,ok,169.0,415,524.01,89,440,3.5283513128448307
SKU-00447,WH-016,2026-04-23 19:39:49.261940,LOT-2580,,1401.0,36,679.78,4,482,3.4259086400532297
SKU-00120,WH-005,2026-04-24 19:39:49.261941,LOT-9075,,587.0,467,646.74,64,316,4.842055713189818
SKU-00224,WH-008,2026-04-22 19:39:49.261943,LOT-3230,,2744.0,354,241.93,3,218,4.336938334700111
SKU-00145,WH-005,2026-04-22 19:39:49.261945,LOT-8403,,136.0,93,494.46,58,114,5.19292162999159
SKU-00350,WH-019,2026-04-23 19:39:49.261946,LOT-7612,ok,4201.0,112,407.52,88,305,5.18851814461493
SKU-00062,WH-017,2026-04-23 19:39:49.261947,LOT-6033,,4691.0,249,457.72,44,293,5.5969565318157715
SKU-00167,WH-019,2026-04-23 19:39:49.261949,LOT-2085,,4126.0,356,354.32,59,252,2.047681133634283
SKU-00137,WH-016,2026-04-23 19:39:49.261950,LOT-3559,,485.0,447,203.28,6,341,6.737048069921129
SKU-00361,WH-003,2026-04-23 19:39:49.261952,LOT-6813,,2547.0,221,637.41,3,224,5.122071102629224
SKU-00036,WH-014,2026-04-24 19:39:49.261953,LOT-1037,,4051.0,178,127.58,3,453,3.9805878542463944
SKU-00323,WH-010,2026-04-23 19:39:49.261955,LOT-8932,,2052.0,357,219.68,56,462,4.372768222652037
SKU-00337,WH-015,2026-04-23 19:39:49.261956,LOT-7864,,476.0,348,653.42,67,135,5.2785817815872536
SKU-00364,WH-014,2026-04-24 19:39:49.261958,,,3775.0,368,718.64,48,65,4.782029290863946
SKU-00257,WH-014,2026-04-24 19:39:49.261959,LOT-9736,ok,2191.0,50,748.61,68,134,4.798898292645686
SKU-00324,WH-013,2026-04-24 19:39:49.261961,LOT-7780,,4287.0,187,763.52,16,172,4.389229043913345
SKU-00064,WH-017,2026-04-22 19:39:49.261962,LOT-6389,,2718.0,150,120.16,19,374,6.502080459935124
SKU-00277,WH-018,2026-04-22 19:39:49.261964,LOT-2776,ok,1809.0,491,433.93,12,150,4.907995196487287
SKU-00349,WH-011,2026-04-22 19:39:49.261965,LOT-4843,,3942.0,329,147.44,50,230,5.865731365869147
SKU-00124,WH-001,2026-04-22 19:39:49.261967,LOT-9273,ok,3779.0,336,391.72,33,242,7.119244707154081
SKU-00090,WH-001,2026-04-22 19:39:49.261968,LOT-6948,,780.0,220,592.06,30,371,5.655605051695763
SKU-00150,WH-001,2026-04-22 19:39:49.261970,LOT-9389,,1293.0,464,780.32,56,265,4.861139587707963
SKU-00248,WH-018,2026-04-23 19:39:49.261971,LOT-7350,ok,3249.0,329,775.29,66,139,2.2918967780605115
SKU-00024,WH-010,2026-04-23 19:39:49.261973,,,4644.0,311,464.24,46,422,4.00865961477933
SKU-00461,WH-010,2026-04-23 19:39:49.261974,LOT-3465,,4342.0,276,316.76,73,336,7.045058100360963
SKU-00327,WH-006,2026-04-23 19:39:49.261976,LOT-6738,,822.0,138,290.7,72,409,4.896912813261775
SKU-00381,WH-019,2026-04-23 19:39:49.261977,LOT-4220,,,464,439.64,40,141,2.8997404413525762
SKU-00425,WH-005,2026-04-22 19:39:49.261979,,,2349.0,224,98.33,20,475,4.244097061604232
SKU-00293,WH-018,2026-04-22 19:39:49.261981,LOT-4712,,4916.0,60,305.08,62,238,3.0843695047094695
SKU-00386,WH-014,2026-04-23 19:39:49.261982,,,1170.0,89,111.2,53,271,3.9508991940205807
SKU-00293,WH-008,2026-04-24 19:39:49.261983,LOT-9849,,4636.0,311,54.09,33,457,4.016743215895757
SKU-00386,WH-014,2026-04-23 19:39:49.261985,LOT-9353,ok,2797.0,392,768.83,82,336,3.7968901380907667
SKU-00033,WH-019,2026-04-24 19:39:49.261986,LOT-6327,ok,1739.0,228,257.46,47,150,4.592899151659234
SKU-00413,WH-002,2026-04-23 19:39:49.261988,LOT-9307,ok,1714.0,296,381.01,18,362,2.048775124879187
SKU-00214,WH-002,2026-04-23 19:39:49.261989,,ok,983.0,463,558.35,66,148,5.294011963743444
SKU-00239,WH-004,2026-04-23 19:39:49.261991,LOT-5472,,4962.0,75,410.33,42,226,6.219861962895371
SKU-00154,WH-014,2026-04-23 19:39:49.261992,LOT-7450,,2110.0,428,720.07,11,365,2.2915353811175305
SKU-00201,WH-011,2026-04-23 19:39:49.261994,LOT-3383,,3241.0,260,728.12,59,363,5.775645377557194
SKU-00238,WH-014,2026-04-22 19:39:49.261995,,ok,1066.0,158,225.93,2,158,5.286210232119577
SKU-00186,WH-009,2026-04-23 19:39:49.261997,LOT-2305,,1595.0,75,345.61,60,69,4.93797257211862
SKU-00476,WH-017,2026-04-24 19:39:49.261998,LOT-8419,ok,4640.0,416,164.16,58,300,4.557815515770857
SKU-00256,WH-010,2026-04-24 19:39:49.262000,,ok,224.0,283,745.24,61,59,4.770417925453552
SKU-00394,WH-010,2026-04-23 19:39:49.262001,,ok,,287,52.84,71,310,5.5397586006089075
SKU-00479,WH-010,2026-04-22 19:39:49.262002,LOT-5691,,2886.0,327,646.11,3,239,4.762492762115107
SKU-00305,WH-005,2026-04-24 19:39:49.262004,LOT-2066,,1549.0,145,665.68,56,438,7.730137834402749
SKU-00169,WH-020,2026-04-24 19:39:49.262005,LOT-8554,,2844.0,54,703.54,58,476,3.739228931548466
SKU-00353,WH-001,2026-04-24 19:39:49.262007,LOT-8306,ok,,45,521.73,17,73,6.474420765403005
SKU-00006,WH-001,2026-04-24 19:39:49.262008,,ok,1777.0,353,415.08,86,446,4.3464478282536865
SKU-00366,WH-010,2026-04-22 19:39:49.262009,LOT-4502,,1494.0,83,484.83,45,468,4.025591965001285
SKU-00005,WH-014,2026-04-22 19:39:49.262011,LOT-8673,ok,1219.0,54,157.09,64,322,5.70939620840506
SKU-00229,WH-010,2026-04-22 19:39:49.262012,LOT-3942,,2483.0,314,144.52,37,353,4.131617147034384
SKU-00139,WH-016,2026-04-24 19:39:49.262014,LOT-5705,ok,4425.0,209,634.94,55,129,6.58870703858819
SKU-00434,WH-008,2026-04-22 19:39:49.262015,LOT-6939,ok,2292.0,248,438.31,85,436,3.6036784442531484
SKU-00323,WH-005,2026-04-23 19:39:49.262017,LOT-2335,ok,3358.0,56,746.06,1,54,6.023621369487114
SKU-00309,WH-013,2026-04-23 19:39:49.262018,,ok,4192.0,66,217.75,62,251,5.222466521121808
SKU-00328,WH-005,2026-04-22 19:39:49.262020,LOT-5542,ok,616.0,324,229.59,70,482,4.303092218365619
SKU-00370,WH-011,2026-04-22 19:39:49.262021,,,2424.0,446,410.74,47,113,3.3212777220164824
SKU-00080,WH-013,2026-04-24 19:39:49.262023,,,4991.0,121,67.73,75,236,3.316646206007737
SKU-00006,WH-003,2026-04-23 19:39:49.262024,LOT-4426,,1760.0,289,595.34,36,438,3.480536179007564
SKU-00467,WH-005,2026-04-23 19:39:49.262025,LOT-5149,,1440.0,97,137.65,77,490,5.829194310562074
SKU-00269,WH-001,2026-04-23 19:39:49.262027,LOT-7350,,621.0,482,452.05,31,235,4.554863638147653
SKU-00335,WH-005,2026-04-24 19:39:49.262028,,,828.0,266,83.48,49,118,5.448010507215992
SKU-00183,WH-018,2026-04-24 19:39:49.262030,,,2697.0,137,330.26,12,295,4.683599815479672
SKU-00425,WH-001,2026-04-22 19:39:49.262031,,ok,3850.0,59,449.15,8,361,3.18251883940544
SKU-00028,WH-015,2026-04-24 19:39:49.262033,LOT-3573,,3328.0,91,426.54,63,228,4.926512777574834
SKU-00221,WH-004,2026-04-23 19:39:49.262035,LOT-1062,,2769.0,407,780.29,30,383,5.236380757408825
SKU-00324,WH-010,2026-04-24 19:39:49.262036,LOT-3301,ok,1292.0,436,537.86,48,84,2.4020669687932474
SKU-00232,WH-001,2026-04-24 19:39:49.262038,LOT-7342,ok,2589.0,312,428.85,30,117,3.7856951236618093
SKU-00465,WH-010,2026-04-22 19:39:49.262039,LOT-9433,,3321.0,375,524.49,7,149,3.523488454146407
SKU-00005,WH-019,2026-04-24 19:39:49.262041,LOT-2890,ok,1124.0,101,592.93,60,176,2.994372971874779
SKU-00367,WH-003,2026-04-22 19:39:49.262042,LOT-3435,,2310.0,105,763.98,37,479,4.673942291801585
SKU-00441,WH-007,2026-04-23 19:39:49.262044,LOT-5914,ok,2945.0,63,122.11,78,325,4.83010056995912
SKU-00040,WH-006,2026-04-23 19:39:49.262045,LOT-6671,ok,218.0,175,572.74,69,318,6.075976592555368
SKU-00321,WH-015,2026-04-22 19:39:49.262047,LOT-4612,,3327.0,298,15.2,84,411,5.468195230617308
SKU-00029,WH-017,2026-04-24 19:39:49.262048,LOT-6323,ok,220.0,159,10.04,13,279,4.133830082495444
SKU-00313,WH-006,2026-04-23 19:39:49.262050,LOT-2512,ok,2178.0,54,572.41,35,300,4.1362597716375005
SKU-00173,WH-003,2026-04-22 19:39:49.262051,LOT-9788,ok,296.0,352,445.64,70,67,6.627020160348701
SKU-00416,WH-018,2026-04-24 19:39:49.262053,LOT-9449,,1317.0,37,640.68,22,406,5.107773720317239
SKU-00120,WH-003,2026-04-24 19:39:49.262054,LOT-5503,,2076.0,107,305.23,41,444,5.879356197797096
SKU-00187,WH-018,2026-04-23 19:39:49.262056,,,769.0,30,126.38,6,321,2.8053952201451313
SKU-00014,WH-012,2026-04-22 19:39:49.262057,LOT-4604,,4099.0,38,516.53,7,492,2.598685387725828
SKU-00368,WH-016,2026-04-24 19:39:49.262059,LOT-1922,ok,4382.0,26,419.01,23,380,4.003045156727216
SKU-00021,WH-017,2026-04-23 19:39:49.262060,,,1611.0,409,242.23,84,78,5.672896003804499
SKU-00336,WH-014,2026-04-24 19:39:49.262062,LOT-9987,,2807.0,93,375.21,5,103,6.410053174811739
SKU-00173,WH-008,2026-04-22 19:39:49.262063,,,3144.0,5,440.96,17,381,3.584243395586685
SKU-00471,WH-007,2026-04-23 19:39:49.262064,,,2399.0,400,168.9,40,377,5.133278183374194
SKU-00067,WH-013,2026-04-24 19:39:49.262066,LOT-9589,,4224.0,304,588.35,4,481,4.996367557561484
SKU-00319,WH-011,2026-04-24 19:39:49.262068,LOT-3668,,4364.0,477,487.92,12,218,3.103880594395185
SKU-00098,WH-019,2026-04-24 19:39:49.262069,LOT-9688,,2799.0,154,57.41,48,468,3.4782200436193937
SKU-00023,WH-016,2026-04-24 19:39:49.262070,LOT-7572,ok,3423.0,478,402.91,78,348,4.368291920794994
SKU-00435,WH-018,2026-04-23 19:39:49.262072,,,4617.0,211,219.51,14,344,2.9676772959035795
SKU-00442,WH-008,2026-04-23 19:39:49.262073,LOT-2463,,4338.0,298,711.56,23,340,7.540906858132098
SKU-00497,WH-010,2026-04-23 19:39:49.262075,,,1531.0,33,363.22,5,294,3.22726368671463
SKU-00094,WH-018,2026-04-23 19:39:49.262076,LOT-1703,,4671.0,61,119.19,14,75,3.9515599322887196
SKU-00403,WH-006,2026-04-24 19:39:49.262078,LOT-5075,ok,2544.0,82,534.35,60,81,4.9396304350080165
SKU-00246,WH-017,2026-04-22 19:39:49.262079,LOT-8412,,4689.0,365,215.04,8,275,4.790466887121777
SKU-00117,WH-012,2026-04-23 19:39:49.262080,LOT-9156,ok,2725.0,250,767.69,10,294,5.2401989473770625
SKU-00197,WH-009,2026-04-24 19:39:49.262082,,,4889.0,362,33.03,13,392,3.2848680735859794
SKU-00088,WH-019,2026-04-24 19:39:49.262083,,,875.0,191,109.34,86,441,2.872883467904484
SKU-00309,WH-006,2026-04-22 19:39:49.262085,LOT-8826,,3898.0,177,794.34,86,258,4.619809109722554
SKU-00290,WH-014,2026-04-22 19:39:49.262086,LOT-1158,,2497.0,225,758.79,73,118,3.411257264531981
SKU-00086,WH-008,2026-04-24 19:39:49.262088,LOT-6176,ok,699.0,186,53.52,15,339,3.6248278067926365
SKU-00392,WH-020,2026-04-23 19:39:49.262089,LOT-6024,,3262.0,2,306.3,78,118,3.537629481186582
SKU-00283,WH-011,2026-04-23 19:39:49.262091,LOT-6288,,2744.0,151,752.8,77,235,3.5359773915508885
SKU-00329,WH-012,2026-04-23 19:39:49.262092,LOT-2334,ok,498.0,464,220.26,60,415,2.7573056190084193
SKU-00068,WH-007,2026-04-22 19:39:49.262094,LOT-7393,,757.0,380,688.25,62,417,3.2168302893107685
SKU-00402,WH-001,2026-04-23 19:39:49.262095,LOT-8424,ok,3208.0,259,419.33,49,486,4.060070932072089
SKU-00183,WH-020,2026-04-24 19:39:49.262097,,ok,4820.0,210,647.09,27,311,5.859329382513348
SKU-00244,WH-009,2026-04-22 19:39:49.262098,LOT-5661,ok,2626.0,217,532.53,61,87,6.936802630935842
SKU-00079,WH-014,2026-04-22 19:39:49.262100,LOT-8632,ok,1906.0,347,644.52,27,453,5.609843692607208
SKU-00494,WH-019,2026-04-24 19:39:49.262101,LOT-6741,,1855.0,433,278.79,53,118,4.789427936130158
SKU-00259,WH-008,2026-04-22 19:39:49.262102,LOT-1571,ok,3650.0,238,787.76,63,236,5.726176189196305
SKU-00394,WH-001,2026-04-22 19:39:49.262104,LOT-2855,,1906.0,31,319.45,72,229,4.312705133390114
SKU-00306,WH-016,2026-04-22 19:39:49.262105,LOT-9072,,2696.0,328,35.35,86,343,4.807647390673626
SKU-00026,WH-013,2026-04-22 19:39:49.262107,LOT-5800,,4279.0,223,615.56,17,471,5.361956607049011
SKU-00349,WH-013,2026-04-24 19:39:49.262108,LOT-6443,,3916.0,430,178.04,6,327,5.150297656732375
SKU-00183,WH-008,2026-04-23 19:39:49.262110,LOT-5895,ok,4816.0,288,78.7,12,90,5.648637030154538
SKU-00300,WH-019,2026-04-24 19:39:49.262111,LOT-2867,ok,3640.0,7,549.66,28,118,5.3140905951339645
SKU-00280,WH-009,2026-04-24 19:39:49.262113,LOT-3562,,1768.0,138,624.87,61,67,3.619146508302676
SKU-00393,WH-001,2026-04-22 19:39:49.262114,LOT-3627,,436.0,135,508.4,71,201,5.271399787106327
SKU-00113,WH-012,2026-04-24 19:39:49.262115,LOT-9344,ok,2293.0,129,200.0,18,465,3.6016030337970806
SKU-00485,WH-016,2026-04-24 19:39:49.262117,LOT-2644,,1763.0,231,171.74,85,71,5.378280891367674
SKU-00202,WH-009,2026-04-22 19:39:49.262119,LOT-5741,ok,2410.0,80,253.96,88,243,4.008504584645363
SKU-00360,WH-010,2026-04-23 19:39:49.262120,,,4690.0,388,551.97,60,363,2.9499975820076463
SKU-00315,WH-019,2026-04-24 19:39:49.262122,,,3267.0,353,52.12,14,308,2.8199746900926863
SKU-00283,WH-012,2026-04-24 19:39:49.262123,,,789.0,176,689.59,66,382,7.09027755505761
SKU-00277,WH-007,2026-04-24 19:39:49.262125,,,1204.0,334,770.56,59,208,3.239765852107567
SKU-00306,WH-008,2026-04-22 19:39:49.262126,LOT-7332,ok,882.0,437,708.56,29,462,5.6369243467992
SKU-00431,WH-016,2026-04-22 19:39:49.262127,LOT-4814,,1782.0,204,341.66,71,334,5.310626094071606
SKU-00139,WH-015,2026-04-23 19:39:49.262129,LOT-7875,,4813.0,233,424.09,2,85,5.605939285298286
SKU-00132,WH-002,2026-04-22 19:39:49.262130,,,697.0,50,413.69,26,289,3.2908039783827467
SKU-00495,WH-016,2026-04-23 19:39:49.262132,LOT-4650,,3563.0,277,479.73,8,292,3.996882818513888
SKU-00461,WH-007,2026-04-23 19:39:49.262133,,,40.0,92,684.59,60,58,3.331783151610222
SKU-00198,WH-003,2026-04-24 19:39:49.262135,LOT-7920,,531.0,14,693.09,65,177,5.681266343381657
SKU-00162,WH-004,2026-04-24 19:39:49.262136,LOT-5014,ok,935.0,201,252.17,86,130,6.276791454574305
SKU-00374,WH-018,2026-04-24 19:39:49.262138,LOT-5134,ok,2023.0,351,93.22,45,490,4.4427048074814275
SKU-00461,WH-005,2026-04-23 19:39:49.262139,LOT-8793,ok,225.0,124,446.91,85,74,7.07037708260262
SKU-00475,WH-011,2026-04-24 19:39:49.262141,LOT-4200,,233.0,72,35.65,27,310,4.8107545706865364
SKU-00125,WH-012,2026-04-22 19:39:49.262142,LOT-5333,,1211.0,368,543.63,14,97,4.2488578967450685
SKU-00107,WH-010,2026-04-22 19:39:49.262143,,,3995.0,90,571.79,89,140,4.614725878400969
SKU-00254,WH-007,2026-04-24 19:39:49.262145,,,1801.0,39,538.74,11,122,5.077467453891132
SKU-00090,WH-001,2026-04-24 19:39:49.262146,LOT-7574,ok,,5,210.51,75,476,2.723129779906328
SKU-00467,WH-001,2026-04-24 19:39:49.262148,LOT-1005,ok,320.0,195,595.27,28,458,4.810671137702906
SKU-00177,WH-010,2026-04-23 19:39:49.262149,LOT-6074,,346.0,199,237.76,27,459,4.304043394963805
SKU-00139,WH-018,2026-04-22 19:39:49.262151,,ok,4801.0,443,342.4,6,143,4.179237414626297
SKU-00487,WH-017,2026-04-23 19:39:49.262152,LOT-8959,ok,2050.0,365,560.81,24,57,4.3374418554885
SKU-00425,WH-014,2026-04-22 19:39:49.262153,LOT-5460,,674.0,169,251.72,13,495,5.66852969010023
SKU-00471,WH-006,2026-04-24 19:39:49.262155,LOT-1039,,739.0,168,710.26,47,221,4.500106260559771
SKU-00251,WH-020,2026-04-23 19:39:49.262156,LOT-6508,,4281.0,380,264.2,35,456,3.1316089373850717
SKU-00397,WH-008,2026-04-23 19:39:49.262158,LOT-6271,,4094.0,81,688.73,27,321,4.58168765439571
SKU-00210,WH-017,2026-04-22 19:39:49.262160,LOT-5495,ok,3572.0,150,752.47,2,241,4.199384350589828
SKU-00036,WH-003,2026-04-23 19:39:49.262161,LOT-4808,,2623.0,355,302.74,73,378,4.497964801017727
SKU-00332,WH-012,2026-04-23 19:39:49.262163,LOT-4017,ok,,322,45.96,7,83,4.397716672032422
