order_id,order_date,updated_at,customer_id,channel,secondary_channel,notes,revenue,units_sold,discount_pct,margin,region
ORD-001445,2026-04-24 17:39:49.113717,2026-04-24 17:39:49.113717,7838,digital,referral,ok,,134,0.1649766959690019,0.3847002521115678,Norte
ORD-001446,2026-04-22 22:39:49.113721,2026-04-22 22:39:49.113721,3597,field,,ok,5387.257060846817,122,0.14900265789134498,0.45230401955066146,Norte
ORD-001447,2026-04-22 21:39:49.113724,2026-04-22 21:39:49.113724,7259,partner,referral,,,106,0.2347749902067621,0.2415729054076176,Sudeste
ORD-001448,2026-04-23 08:39:49.113728,2026-04-23 08:39:49.113728,2692,partner,referral,ok,5343.3549467465,71,0.2580598389886751,0.28550475679270976,Sudeste
ORD-001449,2026-04-24 14:39:49.113730,2026-04-24 14:39:49.113730,2250,partner,,,3285.000095340617,56,0.21378593090914927,0.3719657069308355,Sudeste
ORD-001450,2026-04-24 05:39:49.113732,2026-04-24 05:39:49.113732,8093,partner,,ok,4387.385693520964,55,0.2914364121182839,0.38948089509350775,Nordeste
ORD-001451,2026-04-24 17:39:49.113734,2026-04-24 17:39:49.113734,8269,partner,referral,ok,4717.171434040571,72,0.08075840367307585,0.5420270760004033,Sudeste
ORD-001452,2026-04-24 16:39:49.113737,2026-04-24 16:39:49.113737,9830,partner,,ok,3876.7309555877746,152,0.07175866802746313,0.20538026914523339,Nordeste
ORD-001453,2026-04-24 07:39:49.113744,2026-04-24 07:39:49.113744,7093,field,referral,ok,5064.309367121453,165,0.0873860431336404,0.3473539798108947,Sudeste
ORD-001454,2026-04-23 16:39:49.113746,2026-04-23 16:39:49.113746,5192,partner,referral,ok,1774.3474939194161,23,0.20127218679649397,0.3437662408668211,Nordeste
ORD-001455,2026-04-24 15:39:49.113748,2026-04-24 15:39:49.113748,2753,telesales,,ok,5163.779545593599,12,0.06976230459717526,0.36902708899363224,Norte
ORD-001456,2026-04-22 20:39:49.113750,2026-04-22 20:39:49.113750,3656,telesales,referral,,3928.335093083433,96,0.026525227235365368,0.4886608497030807,Sul
ORD-001457,2026-04-23 21:39:49.113753,2026-04-23 21:39:49.113753,6832,partner,referral,,4368.35372196537,153,0.2933166550775098,0.4201020491470774,Sul
ORD-001458,2026-04-24 06:39:49.113755,2026-04-24 06:39:49.113755,4114,telesales,,ok,6258.8675268318,112,0.09438322890005708,0.2216788542774109,Sudeste
ORD-001459,2026-04-23 18:39:49.113757,2026-04-23 18:39:49.113757,5351,telesales,referral,,2986.1793892692936,165,0.06671840279278013,0.47270075578214993,Sudeste
ORD-001459,2026-04-23 05:39:49.113759,2026-04-23 05:39:49.113759,2512,digital,,ok,4827.263134324597,142,0.10762470067064284,0.47046904195286665,Sudeste
ORD-001461,2026-04-24 04:39:49.113761,2026-04-24 04:39:49.113761,4953,telesales,,,5452.7058948077365,141,0.04752754291722059,0.3710459653759095,Sudeste
ORD-001462,2026-04-24 16:39:49.113763,2026-04-24 16:39:49.113763,3141,field,referral,ok,4704.403749943561,108,0.010730344223697596,0.22057878016974666,Centro-Oeste
ORD-001463,2026-04-24 16:39:49.113765,2026-04-24 16:39:49.113765,2008,partner,referral,,2562.9692333757885,11,0.09161507027276947,0.337870481947709,Sul
ORD-001464,2026-04-23 02:39:49.113767,2026-04-23 02:39:49.113767,2187,digital,,ok,6120.475952761592,36,0.10135888073013113,0.38749823903280445,Sudeste
ORD-001465,2026-04-24 13:39:49.113770,2026-04-24 13:39:49.113770,5664,field,,ok,4246.375139512373,148,0.2433048713816804,0.4297240810723309,Centro-Oeste
ORD-001466,2026-04-23 13:39:49.113772,2026-04-23 13:39:49.113772,4297,partner,referral,,3866.950979906366,62,0.13069102974685898,0.20836417670008853,Centro-Oeste
ORD-001467,2026-04-24 00:39:49.113774,2026-04-24 00:39:49.113774,1899,partner,,ok,4127.420541368497,144,0.2210256828620671,0.28847163618658667,Sul
ORD-001468,2026-04-23 06:39:49.113776,2026-04-23 06:39:49.113776,5628,partner,referral,,4041.4243307932998,68,0.22071378281362658,0.43784131291530987,Centro-Oeste
ORD-001469,2026-04-24 16:39:49.113778,2026-04-24 16:39:49.113778,2478,digital,referral,ok,3071.7843927002687,3,0.23669762353849602,0.4701412056542042,Norte
ORD-001470,2026-04-23 00:39:49.113780,2026-04-23 00:39:49.113780,1138,telesales,referral,ok,4697.940703292782,135,0.2755526653222352,0.3844421946130511,Sul
ORD-001471,2026-04-23 10:39:49.113782,2026-04-23 10:39:49.113782,2192,partner,,,3783.320390503199,178,0.14958940032096732,0.44188097708962176,Norte
ORD-001472,2026-04-23 21:39:49.113785,2026-04-23 21:39:49.113785,5036,partner,referral,,5305.065926579795,89,0.031185989440562042,0.38642250168050557,Nordeste
ORD-001473,2026-04-24 09:39:49.113787,2026-04-24 09:39:49.113787,9586,field,,,,27,0.011598882834766733,0.4270467806491164,Nordeste
ORD-001474,2026-04-22 21:39:49.113789,2026-04-22 21:39:49.113789,3174,partner,,,6450.803294116572,83,0.056072861243960916,0.3616097820105968,Norte
ORD-001475,2026-04-24 04:39:49.113791,2026-04-24 04:39:49.113791,3563,field,,ok,4246.040227952783,192,0.2487634940539152,0.38839588345745735,Nordeste
ORD-001475,2026-04-23 19:39:49.113793,2026-04-23 19:39:49.113793,3183,digital,,,3536.1002987462202,64,0.1723048497094447,0.25225771252935036,Norte
ORD-001477,2026-04-24 00:39:49.113795,2026-04-24 00:39:49.113795,4196,partner,referral,ok,2736.309197816742,15,0.04203547329467805,0.4077709812778057,Centro-Oeste
ORD-001478,2026-04-24 08:39:49.113797,2026-04-24 08:39:49.113797,7455,digital,referral,ok,,153,0.0397908713833766,0.24981177216918143,Sul
ORD-001479,2026-04-23 23:39:49.113799,2026-04-23 23:39:49.113799,3898,telesales,referral,ok,5294.52959581936,48,0.26745088138054546,0.40768128527844694,Nordeste
ORD-001480,2026-04-24 11:39:49.113801,2026-04-24 11:39:49.113801,6917,digital,referral,,3669.0960945842507,8,0.1560091079164124,0.3148813570414689,Nordeste
ORD-001481,2026-04-24 18:39:49.113804,2026-04-24 18:39:49.113804,9083,field,referral,,6531.786107120563,138,0.05156929724375109,0.3795990643171122,Sudeste
ORD-001482,2026-04-24 05:39:49.113806,2026-04-24 05:39:49.113806,9514,digital,referral,ok,6127.394860663238,68,0.26902428446055826,0.273776262351441,Sudeste
ORD-001483,2026-04-24 13:39:49.113808,2026-04-24 13:39:49.113808,6066,field,referral,ok,2878.4669970538353,28,0.21621815229216496,0.3097113450074439,Sul
ORD-001484,2026-04-23 23:39:49.113810,2026-04-23 23:39:49.113810,7418,partner,referral,ok,3595.8301498992337,11,0.14333061309630254,0.37943767355043506,Centro-Oeste
ORD-001485,2026-04-23 02:39:49.113812,2026-04-23 02:39:49.113812,9271,partner,referral,,4341.210185807556,37,0.13951963101486417,0.41034653066008114,Sudeste
ORD-001486,2026-04-24 11:39:49.113814,2026-04-24 11:39:49.113814,8079,telesales,,,3215.8978847976455,30,0.20179553773017284,0.43750329417271727,Sul
ORD-001487,2026-04-24 18:39:49.113816,2026-04-24 18:39:49.113816,3699,partner,referral,ok,4384.104644506975,3,0.10149275863050437,0.257994106892808,Centro-Oeste
ORD-001488,2026-04-24 13:39:49.113818,2026-04-24 13:39:49.113818,2188,telesales,,ok,5354.354335727746,74,0.2999730491081493,0.2299093744249538,Sul
ORD-001489,2026-04-23 19:39:49.113820,2026-04-23 19:39:49.113820,2033,field,,,2852.086970013248,165,0.23536637242143443,0.2719754934474824,Sul
ORD-001490,2026-04-24 06:39:49.113822,2026-04-24 06:39:49.113822,8937,field,referral,ok,4851.600657568724,79,0.19228795651716016,0.2647513421843817,Norte
ORD-001491,2026-04-23 19:39:49.113825,2026-04-23 19:39:49.113825,6005,digital,,,5902.197570519246,8,0.2062357321475579,0.47534631429431184,Sudeste
ORD-001492,2026-04-24 17:39:49.113827,2026-04-24 17:39:49.113827,3666,digital,,,4980.264287124627,176,0.298825162220734,0.4572166477584217,Sudeste
ORD-001493,2026-04-24 03:39:49.113829,2026-04-24 03:39:49.113829,4109,digital,,,4409.26037426389,126,0.0032344933432422282,0.2702706613452568,Sul
ORD-001493,2026-04-23 23:39:49.113831,2026-04-23 23:39:49.113831,3534,partner,referral,,3698.2778885084927,192,0.006847400703875772,0.4868247268866807,Centro-Oeste
ORD-001494,2026-04-23 22:39:49.113833,2026-04-23 22:39:49.113833,8216,partner,referral,,5497.010246519221,116,0.23550836102610678,0.45243989148126806,Nordeste
ORD-001496,2026-04-23 17:39:49.113836,2026-04-23 17:39:49.113836,6511,telesales,referral,,3087.6958655423578,95,0.06281758807858911,0.2196317713588492,Centro-Oeste
ORD-001497,2026-04-23 06:39:49.113837,2026-04-23 06:39:49.113837,8913,partner,referral,,,102,0.20554996958751034,0.26758141359623355,Sudeste
ORD-001498,2026-04-23 21:39:49.113840,2026-04-23 21:39:49.113840,3715,digital,referral,,4530.618879663978,2,0.15100213235060966,0.21725921181652894,Sul
ORD-001499,2026-04-23 03:39:49.113844,2026-04-23 03:39:49.113844,5252,partner,referral,,5850.733231451651,75,0.09560103766952596,0.3430734683677029,Norte
ORD-001500,2026-04-23 18:39:49.113848,2026-04-23 18:39:49.113848,2095,digital,referral,,3800.701486717332,88,0.06940200451773644,0.3513929699245519,Norte
ORD-001501,2026-04-24 06:39:49.113852,2026-04-24 06:39:49.113852,9741,digital,,ok,3902.717025728259,60,0.23302376811654815,0.3512431877680107,Nordeste
ORD-001502,2026-04-24 08:39:49.113855,2026-04-24 08:39:49.113855,5606,partner,referral,ok,3009.762155242292,167,0.05129457442136851,0.18786180853248693,Centro-Oeste
ORD-001503,2026-04-24 03:39:49.113858,2026-04-24 03:39:49.113858,5976,telesales,,,,191,0.0476163033781768,0.23582088526915024,Norte
ORD-001504,2026-04-23 14:39:49.113862,2026-04-23 14:39:49.113862,4722,telesales,,,3991.4209883613016,96,0.13257978299068174,0.37081239006601224,Sul
ORD-001505,2026-04-24 07:39:49.113866,2026-04-24 07:39:49.113866,3438,partner,referral,ok,3465.5112272761785,157,0.035783038928883924,0.39977779889201054,Sudeste
ORD-001506,2026-04-23 00:39:49.113870,2026-04-23 00:39:49.113870,9534,telesales,,ok,3579.820479987262,45,0.19245355592742613,0.18841509630160191,Sul
ORD-001507,2026-04-23 20:39:49.113874,2026-04-23 20:39:49.113874,5400,partner,referral,ok,5144.52659575549,184,0.2975912338682965,0.24750943857337893,Norte
ORD-001508,2026-04-23 02:39:49.113878,2026-04-23 02:39:49.113878,7072,digital,referral,ok,3176.4474003323235,140,0.2243739872789641,0.43179305119356726,Nordeste
ORD-001509,2026-04-23 10:39:49.113882,2026-04-23 10:39:49.113882,1335,digital,,ok,3283.0008420243803,147,0.18097048632739743,0.252051742620949,Centro-Oeste
ORD-001510,2026-04-24 03:39:49.113886,2026-04-24 03:39:49.113886,3483,telesales,referral,ok,5575.633710620859,119,0.11839154814697846,0.3488240667356878,Sudeste
ORD-001511,2026-04-24 08:39:49.113891,2026-04-24 08:39:49.113891,8235,field,referral,,,165,0.2963968974770404,0.24443652951422812,Sudeste
ORD-001512,2026-04-23 08:39:49.113895,2026-04-23 08:39:49.113895,1790,digital,referral,ok,5646.534103181169,107,0.2639829752633388,0.41651855630879897,Centro-Oeste
ORD-001513,2026-04-24 03:39:49.113899,2026-04-24 03:39:49.113899,1912,digital,,ok,4068.7730216290015,192,0.2461772384751608,0.18864139516372377,Nordeste
ORD-001514,2026-04-24 07:39:49.113903,2026-04-24 07:39:49.113903,8287,field,referral,ok,4498.648920724042,132,0.06900200390288921,0.3256432795369679,Nordeste
ORD-001515,2026-04-22 23:39:49.113907,2026-04-22 23:39:49.113907,3778,telesales,referral,,4687.55912632346,91,0.03707420809641147,0.42522451425426855,Nordeste
ORD-001516,2026-04-23 20:39:49.113912,2026-04-23 20:39:49.113912,3464,telesales,referral,,6164.7435205761885,42,0.05338232152720176,0.39880228839804216,Sudeste
ORD-001517,2026-04-24 16:39:49.113916,2026-04-24 16:39:49.113916,6087,digital,,,6067.0473914523245,181,0.07760672832484422,0.3128710103513304,Sul
ORD-001518,2026-04-23 19:39:49.113920,2026-04-23 19:39:49.113920,2754,digital,referral,,5883.884445830802,12,0.02450964813175802,0.2941054285792912,Centro-Oeste
ORD-001519,2026-04-23 21:39:49.113924,2026-04-23 21:39:49.113924,1386,digital,referral,ok,3745.41735607753,9,0.266526698750364,0.33136827802008734,Sul
ORD-001520,2026-04-23 02:39:49.113928,2026-04-23 02:39:49.113928,1040,field,,ok,3315.804516740139,7,0.05556032448637205,0.2468519133765163,Nordeste
ORD-001521,2026-04-23 09:39:49.113931,2026-04-23 09:39:49.113931,1713,digital,referral,,5412.9497556730885,22,0.06798287646080599,0.341999406946714,Sul
ORD-001522,2026-04-24 10:39:49.113933,2026-04-24 10:39:49.113933,2426,digital,referral,ok,6152.11164276098,50,0.26644750672407114,0.3433699228232062,Norte
ORD-001523,2026-04-24 11:39:49.113935,2026-04-24 11:39:49.113935,7264,partner,referral,,5895.382478542484,98,0.2874429602790076,0.31656405948492994,Sudeste
ORD-001524,2026-04-23 14:39:49.113937,2026-04-23 14:39:49.113937,3681,telesales,referral,,4515.659108800104,56,0.06653433770566698,0.4300278091574329,Sul
ORD-001525,2026-04-24 16:39:49.113940,2026-04-24 16:39:49.113940,1645,field,referral,,5373.37025384898,91,0.08825522789718816,0.26436131009238584,Nordeste
ORD-001526,2026-04-24 04:39:49.113941,2026-04-24 04:39:49.113941,1129,telesales,referral,,5394.465183702155,90,0.2400308691708099,0.21364900661945324,Sudeste
ORD-001527,2026-04-24 12:39:49.113944,2026-04-24 12:39:49.113944,5293,partner,referral,ok,4678.731349655286,88,0.29107916626926134,0.30797445014732,Norte
ORD-001528,2026-04-24 18:39:49.113945,2026-04-24 18:39:49.113945,8560,partner,,ok,4730.848349684399,12,0.19490282918614663,0.3599198113561353,Sul
ORD-001529,2026-04-22 23:39:49.113948,2026-04-22 23:39:49.113948,4047,telesales,,ok,4617.834404163365,107,0.1327754052386422,0.3414617394602824,Centro-Oeste
ORD-001530,2026-04-24 14:39:49.113950,2026-04-24 14:39:49.113950,1574,field,,,3554.2841600653173,60,0.20237386267224036,0.33790703872442734,Centro-Oeste
ORD-001531,2026-04-24 18:39:49.113952,2026-04-24 18:39:49.113952,3052,telesales,referral,ok,3676.7370749328566,108,0.234085053245095,0.2598908389587556,Sul
ORD-001532,2026-04-22 23:39:49.113954,2026-04-22 23:39:49.113954,5493,partner,,,3658.211566188434,13,0.033796771105056855,0.2713968013963921,Sul
ORD-001533,2026-04-24 10:39:49.113956,2026-04-24 10:39:49.113956,2698,telesales,referral,,2580.915867860995,174,0.13058950651572265,0.3109323055279648,Nordeste
ORD-001534,2026-04-23 04:39:49.113958,2026-04-23 04:39:49.113958,9805,partner,referral,,4671.431912818092,144,0.2571906190707366,0.3046242139197556,Sul
ORD-001535,2026-04-24 17:39:49.113961,2026-04-24 17:39:49.113961,7869,field,,ok,4451.311952594929,69,0.21162740223486445,0.4378468452389861,Nordeste
ORD-001536,2026-04-24 11:39:49.113962,2026-04-24 11:39:49.113962,4100,field,referral,ok,5414.356962820443,72,0.04613229270376349,0.37111326827866364,Sul
ORD-001537,2026-04-24 13:39:49.113968,2026-04-24 13:39:49.113968,9562,telesales,referral,,6012.860739574935,63,0.22656395767659093,0.3073949205932532,Sudeste
ORD-001538,2026-04-23 09:39:49.113971,2026-04-23 09:39:49.113971,3924,partner,,ok,6089.153237815835,198,0.20023233423194506,0.43760104461089927,Centro-Oeste
ORD-001539,2026-04-23 13:39:49.113973,2026-04-23 13:39:49.113973,2261,field,,,6202.158549971702,140,0.07939463060218521,0.38570228708518667,Centro-Oeste
ORD-001540,2026-04-23 20:39:49.113975,2026-04-23 20:39:49.113975,9443,partner,,,3591.5027672531905,92,0.10320086469221029,0.24139651174438562,Nordeste
ORD-001541,2026-04-24 07:39:49.113977,2026-04-24 07:39:49.113977,9636,partner,,ok,2781.648866415404,130,0.09432194847723709,0.09066617456972992,Centro-Oeste
ORD-001542,2026-04-24 14:39:49.113979,2026-04-24 14:39:49.113979,3813,digital,,ok,5616.892293678519,13,0.2979745611910395,0.24390123312550047,Centro-Oeste
ORD-001543,2026-04-23 16:39:49.113981,2026-04-23 16:39:49.113981,6352,partner,referral,ok,6158.560125841081,166,0.05511641244763924,0.3975947694716097,Sul
ORD-001544,2026-04-24 08:39:49.113983,2026-04-24 08:39:49.113983,2559,partner,,ok,6367.190936652511,119,0.24882459023117362,0.42131880436656927,Centro-Oeste
ORD-001545,2026-04-23 15:39:49.113986,2026-04-23 15:39:49.113986,6774,digital,,,,62,0.15919062590224284,0.21718155082442392,Centro-Oeste
ORD-001546,2026-04-23 10:39:49.113988,2026-04-23 10:39:49.113988,7210,partner,,ok,2103.955262875648,138,0.2641565054423889,0.40269153726164375,Sudeste
ORD-001547,2026-04-23 03:39:49.113990,2026-04-23 03:39:49.113990,7388,field,referral,ok,4938.731356120311,2,0.2945583405725116,0.399659187532825,Sul
ORD-001548,2026-04-23 19:39:49.113992,2026-04-23 19:39:49.113992,6118,telesales,referral,,,98,0.288324927880419,0.4616033412415582,Sul
ORD-001549,2026-04-24 18:39:49.113994,2026-04-24 18:39:49.113994,7336,digital,,,6002.4900255103075,188,0.256275915086614,0.426031531680705,Nordeste
ORD-001550,2026-04-24 05:39:49.113996,2026-04-24 05:39:49.113996,5994,telesales,,,6215.554432779881,152,0.12407166408946388,0.4581505974401929,Sul
ORD-001551,2026-04-23 02:39:49.113998,2026-04-23 02:39:49.113998,8377,digital,referral,ok,5591.560084062401,9,0.08138158180840965,0.3890692729289126,Centro-Oeste
ORD-001552,2026-04-23 17:39:49.114000,2026-04-23 17:39:49.114000,2616,field,referral,ok,3795.265322044974,118,0.09584921780719154,0.38639375118403263,Norte
ORD-001553,2026-04-23 13:39:49.114002,2026-04-23 13:39:49.114002,5350,field,referral,ok,3265.05922253681,136,0.1959414094166703,0.3230172330191217,Norte
ORD-001554,2026-04-23 21:39:49.114004,2026-04-23 21:39:49.114004,4747,field,referral,,5140.753382179568,105,0.10255816687442666,0.41562050907072023,Nordeste
ORD-001555,2026-04-24 11:39:49.114007,2026-04-24 11:39:49.114007,5799,field,referral,,3549.1018674893216,65,0.13046659315848952,0.24340746235594524,Nordeste
ORD-001556,2026-04-23 00:39:49.114009,2026-04-23 00:39:49.114009,2278,telesales,referral,,6270.164528210845,136,0.02392091798084084,0.33890580569880563,Centro-Oeste
ORD-001557,2026-04-23 06:39:49.114011,2026-04-23 06:39:49.114011,3914,field,referral,,,85,0.23130348679211413,0.3931906830659739,Norte
ORD-001558,2026-04-22 20:39:49.114013,2026-04-22 20:39:49.114013,9586,partner,,,5180.263934873601,189,0.033440807678592956,0.46265718890100443,Norte
ORD-001559,2026-04-23 02:39:49.114015,2026-04-23 02:39:49.114015,1947,digital,referral,,4883.441969690986,167,0.10110796570210058,0.31176494580099284,Norte
ORD-001560,2026-04-24 05:39:49.114017,2026-04-24 05:39:49.114017,6717,telesales,referral,,4251.879998962605,181,0.17713019166812863,0.4273264841869586,Sul
ORD-001561,2026-04-24 07:39:49.114019,2026-04-24 07:39:49.114019,6981,partner,referral,,,84,0.15935245532231054,0.3342257121842007,Nordeste
ORD-001562,2026-04-24 07:39:49.114021,2026-04-24 07:39:49.114021,5270,partner,referral,ok,2025.868437068325,135,0.26793916872691587,0.4289647149072452,Sudeste
ORD-001563,2026-04-22 23:39:49.114023,2026-04-22 23:39:49.114023,1302,partner,referral,,3862.28557671278,29,0.19760644111511172,0.28589183154105957,Centro-Oeste
ORD-001564,2026-04-23 16:39:49.114026,2026-04-23 16:39:49.114026,1309,digital,,,3883.340182519216,150,0.23671343357312863,0.4080777257074487,Nordeste
ORD-001565,2026-04-23 21:39:49.114028,2026-04-23 21:39:49.114028,3480,telesales,referral,,5834.083990618147,151,0.09103377762420198,0.34237297832215985,Nordeste
ORD-001566,2026-04-22 21:39:49.114030,2026-04-22 21:39:49.114030,1922,digital,,ok,,155,0.039677201036523634,0.2551919051151154,Norte
ORD-001567,2026-04-23 14:39:49.114032,2026-04-23 14:39:49.114032,1847,partner,referral,ok,5043.3247362765505,5,0.2229989997304261,0.337736190897985,Norte
ORD-001568,2026-04-23 00:39:49.114034,2026-04-23 00:39:49.114034,2440,field,referral,ok,2949.3122358698456,91,0.04607369340578869,0.4557368976816061,Sudeste
ORD-001569,2026-04-22 20:39:49.114036,2026-04-22 20:39:49.114036,2716,digital,,ok,5076.297832900305,55,0.25024986111662767,0.26846360642806144,Centro-Oeste
ORD-001570,2026-04-24 15:39:49.114038,2026-04-24 15:39:49.114038,8545,digital,,ok,,183,0.28290523295890596,0.23125460496982378,Sul
ORD-001571,2026-04-24 02:39:49.114041,2026-04-24 02:39:49.114041,6747,field,,ok,7014.355413516834,108,0.08487835780378956,0.3818994018612345,Norte
ORD-001572,2026-04-23 08:39:49.114043,2026-04-23 08:39:49.114043,1273,partner,referral,,4330.7189678425775,122,0.22830151117167968,0.215776151817729,Sul
ORD-001573,2026-04-23 04:39:49.114045,2026-04-23 04:39:49.114045,6655,partner,referral,,1146.5991307211898,88,0.13120149556270388,0.4750683968718113,Norte
ORD-001574,2026-04-24 12:39:49.114049,2026-04-24 12:39:49.114049,2230,partner,referral,,3638.7006293281484,23,0.0896992037221734,0.47305282919182434,Sudeste
ORD-001575,2026-04-24 04:39:49.114053,2026-04-24 04:39:49.114053,4789,partner,,,,124,0.1293430000141045,0.4330624262173163,Sul
ORD-001576,2026-04-23 17:39:49.114056,2026-04-23 17:39:49.114056,1342,partner,referral,,3713.0182417604383,122,0.19403018512269182,0.3491014409021256,Norte
ORD-001577,2026-04-23 05:39:49.114060,2026-04-23 05:39:49.114060,1811,partner,referral,,4062.4303250413886,76,0.29642048196459303,0.48317293342331485,Centro-Oeste
ORD-001578,2026-04-24 13:39:49.114063,2026-04-24 13:39:49.114063,2193,partner,,,3704.8594160092894,126,0.09001312010268805,0.45763579781230573,Sul
ORD-001579,2026-04-23 14:39:49.114067,2026-04-23 14:39:49.114067,4899,telesales,,,3520.305507518145,78,0.2117829584559371,0.3073824922848958,Sul
ORD-001580,2026-04-24 05:39:49.114072,2026-04-24 05:39:49.114072,5167,partner,referral,,3109.580457601388,132,0.10046103094821753,0.46510688216073287,Nordeste
ORD-001581,2026-04-24 08:39:49.114076,2026-04-24 08:39:49.114076,4174,partner,,,5486.147308719705,70,0.07541822245788934,0.2770661198780632,Norte
ORD-001582,2026-04-23 18:39:49.114080,2026-04-23 18:39:49.114080,6580,digital,,,5941.362738283496,154,0.18955264252695636,0.3342373653761835,Nordeste
ORD-001583,2026-04-23 23:39:49.114084,2026-04-23 23:39:49.114084,7483,field,,,4194.511412116454,177,0.22838641580296462,0.20652288287298584,Centro-Oeste
ORD-001584,2026-04-23 13:39:49.114088,2026-04-23 13:39:49.114088,7557,telesales,,ok,4478.83601996127,97,0.2152158095158305,0.3616739011584393,Nordeste
ORD-001584,2026-04-24 04:39:49.114093,2026-04-24 04:39:49.114093,6210,digital,,,3148.402967768907,4,0.2827757035779865,0.3264393202718562,Norte
ORD-001586,2026-04-23 04:39:49.114097,2026-04-23 04:39:49.114097,5909,digital,,,,136,0.032210751233289626,0.313824004646599,Centro-Oeste
ORD-001587,2026-04-24 15:39:49.114101,2026-04-24 15:39:49.114101,5423,digital,referral,,4775.956514584584,187,0.1621990992201554,0.33674766754996466,Centro-Oeste
ORD-001588,2026-04-23 02:39:49.114105,2026-04-23 02:39:49.114105,3141,partner,referral,,4236.721668343411,142,0.08725313800691893,0.30363638008757216,Nordeste
ORD-001589,2026-04-24 17:39:49.114109,2026-04-24 17:39:49.114109,5382,partner,referral,,4975.289973323338,72,0.2450871235864827,0.35333393138172414,Sul
ORD-001590,2026-04-23 08:39:49.114113,2026-04-23 08:39:49.114113,1090,digital,referral,,4870.45053846123,113,0.018607965523664883,0.45268552732529005,Nordeste
ORD-001591,2026-04-24 02:39:49.114117,2026-04-24 02:39:49.114117,9695,field,referral,,,73,0.05274103558867973,0.2650517744849761,Sul
ORD-001592,2026-04-24 00:39:49.114121,2026-04-24 00:39:49.114121,4330,field,,ok,5931.657016474748,155,0.23160856852413744,0.41900219302699,Norte
ORD-001592,2026-04-24 18:39:49.114125,2026-04-24 18:39:49.114125,7805,field,,ok,4250.824488204509,145,0.10639239613822178,0.3672193771003282,Centro-Oeste
ORD-001594,2026-04-23 10:39:49.114130,2026-04-23 10:39:49.114130,9609,field,,,6510.685922300382,125,0.20454003384295405,0.3799301146622928,Sul
ORD-001595,2026-04-24 11:39:49.114134,2026-04-24 11:39:49.114134,5472,partner,referral,,,78,0.29955170331196995,0.34754329098762626,Nordeste
ORD-001596,2026-04-23 12:39:49.114138,2026-04-23 12:39:49.114138,8755,field,referral,ok,6865.119756446199,35,0.1379547309202977,0.2926079914385066,Sudeste
ORD-001597,2026-04-23 08:39:49.114142,2026-04-23 08:39:49.114142,5312,field,,,5910.323003167736,123,0.15989527211043889,0.3855890957932403,Sudeste
ORD-001598,2026-04-23 03:39:49.114146,2026-04-23 03:39:49.114146,2190,field,referral,ok,4772.627553769034,68,0.2925984189633868,0.3915071437938815,Nordeste
ORD-001599,2026-04-23 09:39:49.114151,2026-04-23 09:39:49.114151,1238,telesales,referral,,3632.2717600564515,180,0.2239180466574616,0.285962452542963,Sudeste
ORD-001600,2026-04-24 04:39:49.114155,2026-04-24 04:39:49.114155,2220,partner,,,3658.1190302766054,13,0.05902709924220066,0.24291883610299952,Sudeste
ORD-001601,2026-04-23 08:39:49.114159,2026-04-23 08:39:49.114159,9481,telesales,referral,,5139.641141979026,169,0.24129006474668657,0.356824636814059,Centro-Oeste
ORD-001602,2026-04-23 04:39:49.114163,2026-04-23 04:39:49.114163,5275,partner,referral,ok,4671.751300549101,156,0.15475752350323152,0.41037766751642846,Nordeste
ORD-001603,2026-04-24 04:39:49.114166,2026-04-24 04:39:49.114166,3872,field,referral,ok,3793.168516810697,103,0.23621082385916586,0.4304072040114021,Centro-Oeste
ORD-001604,2026-04-24 13:39:49.114168,2026-04-24 13:39:49.114168,5014,field,referral,ok,5499.67193713205,198,0.17956575746161016,0.4462658578661615,Norte
ORD-001605,2026-04-23 01:39:49.114170,2026-04-23 01:39:49.114170,3303,partner,referral,,4546.525596427239,143,0.06819943585551665,0.37971126672967825,Centro-Oeste
ORD-001606,2026-04-24 12:39:49.114172,2026-04-24 12:39:49.114172,8834,field,,ok,5506.811778360871,9,0.244331873825045,0.3289429856137157,Nordeste
ORD-001607,2026-04-23 15:39:49.114174,2026-04-23 15:39:49.114174,9993,field,referral,,3329.435919958131,79,0.0006079601190282613,0.34982764068265,Nordeste
ORD-001608,2026-04-24 07:39:49.114176,2026-04-24 07:39:49.114176,1764,field,referral,,5699.366001609802,168,0.2664090661080534,0.2505458580003499,Nordeste
ORD-001609,2026-04-24 13:39:49.114178,2026-04-24 13:39:49.114178,7467,field,,ok,5101.194683216736,155,0.24558276771815019,0.2953883639650121,Centro-Oeste
ORD-001610,2026-04-23 06:39:49.114180,2026-04-23 06:39:49.114180,4020,telesales,referral,ok,5937.083597354284,32,0.2910419975317501,0.3457403491316199,Norte
ORD-001611,2026-04-24 12:39:49.114183,2026-04-24 12:39:49.114183,1426,field,,,5672.916600859606,34,0.010661322212614488,0.32866888688544055,Norte
ORD-001612,2026-04-23 11:39:49.114185,2026-04-23 11:39:49.114185,9298,partner,referral,,4398.055919150504,184,0.13129035086443844,0.3573607434707922,Nordeste
ORD-001613,2026-04-23 10:39:49.114187,2026-04-23 10:39:49.114187,1556,field,referral,,4301.5505512280215,10,0.050739462717281754,0.2400130206668799,Centro-Oeste
